,Start,End,Sleep quality,Time in bed,Activity (steps),Stressful day Total,Drank coffee Total,Drank tea Total,Ate late Total,Worked out Total
550,2017-01-27 23:22:00,2017-01-28 07:25:00,0.91,481.2,4573,0,1,1,0,0
551,2017-01-30 23:27:00,2017-01-31 06:01:00,0.63,380.4,3228,0,1,0,0,0
552,2017-01-31 22:44:00,2017-02-01 06:20:00,0.78,441.6,5379,0,1,1,0,1
553,2017-02-01 22:41:00,2017-02-02 06:10:00,0.74,437.4,7521,0,1,1,0,1
554,2017-02-02 22:19:00,2017-02-03 06:31:00,0.85,486.59999999999997,2309,0,1,1,0,0
555,2017-02-03 23:58:00,2017-02-04 07:08:00,0.8,425.4,2983,0,1,1,0,0
556,2017-02-04 23:45:00,2017-02-05 07:20:00,0.68,441.0,6833,0,1,1,0,0
557,2017-02-05 22:53:00,2017-02-06 06:30:00,0.75,441.6,7665,0,1,1,0,0
558,2017-02-06 22:30:00,2017-02-07 06:20:00,0.71,450.0,7552,0,1,1,1,1
559,2017-02-07 23:34:00,2017-02-08 06:30:00,0.71,393.0,5339,0,1,1,0,0
560,2017-02-08 23:46:00,2017-02-09 06:27:00,0.68,384.0,4076,0,1,1,0,0
561,2017-02-09 22:31:00,2017-02-10 05:00:00,0.62,376.8,12892,1,1,1,0,1
562,2017-02-10 05:00:00,2017-02-10 06:36:00,0.21,81.60000000000001,12892,0,0,0,0,0
563,2017-02-10 22:37:00,2017-02-11 07:07:00,1.0,498.00000000000006,3417,0,0,1,0,0
564,2017-02-12 21:49:00,2017-02-13 07:06:00,0.63,549.6,2756,0,1,1,0,0
565,2017-02-13 21:51:00,2017-02-14 05:02:00,0.74,426.0,6003,0,1,1,0,0
566,2017-02-14 05:02:00,2017-02-14 06:36:00,0.12,79.80000000000001,6003,0,0,0,0,0
567,2017-02-14 23:17:00,2017-02-15 06:13:00,0.59,393.0,3588,0,1,1,0,0
568,2017-02-15 22:36:00,2017-02-16 06:25:00,0.44,448.8,5558,0,1,1,0,0
569,2017-02-16 22:33:00,2017-02-17 06:31:00,0.83,454.8,3301,0,1,1,0,0
570,2017-02-17 23:49:00,2017-02-18 08:09:00,0.93,491.99999999999994,3027,0,1,1,0,0
571,2017-02-19 00:28:00,2017-02-19 08:16:00,0.79,448.8,3361,0,0,1,0,0
572,2017-02-19 22:12:00,2017-02-20 06:16:00,0.66,482.4,460,0,1,1,0,0
573,2017-02-20 22:43:00,2017-02-21 06:27:00,0.76,445.79999999999995,7419,0,0,1,0,0
574,2017-02-21 23:14:00,2017-02-22 06:26:00,0.72,426.6,5499,0,1,1,0,0
575,2017-02-22 21:30:00,2017-02-23 05:02:00,0.83,438.59999999999997,4258,0,0,1,0,0
576,2017-02-23 22:15:00,2017-02-24 05:34:00,0.81,431.40000000000003,5862,0,1,1,0,0
577,2017-02-24 05:34:00,2017-02-24 06:30:00,0.12,33.0,5862,0,0,0,0,0
578,2017-02-25 02:46:00,2017-02-25 09:52:00,0.8,423.59999999999997,6388,0,1,1,1,1
579,2017-02-26 00:40:00,2017-02-26 07:47:00,0.77,424.20000000000005,4275,0,0,1,0,0
580,2017-02-27 22:16:00,2017-02-28 05:50:00,0.81,440.4,2499,0,1,0,0,0
581,2017-02-28 21:39:00,2017-03-01 05:40:00,0.87,480.59999999999997,7351,0,1,1,0,1
582,2017-03-01 05:43:00,2017-03-01 06:40:00,0.12,34.199999999999996,7351,0,0,0,0,0
583,2017-03-01 22:23:00,2017-03-02 06:30:00,0.85,484.20000000000005,6109,0,1,1,0,0
584,2017-03-02 22:22:00,2017-03-03 06:18:00,0.81,453.0,6388,0,1,1,0,1
585,2017-03-05 00:12:00,2017-03-05 08:28:00,0.96,489.6,6785,0,1,1,0,0
586,2017-03-05 22:01:00,2017-03-06 06:08:00,0.93,484.20000000000005,171,0,1,1,0,0
587,2017-03-06 22:01:00,2017-03-07 06:22:00,0.97,492.6,4670,0,1,1,0,0
588,2017-03-07 22:13:00,2017-03-08 06:15:00,0.9,480.59999999999997,7000,0,1,1,0,1
589,2017-03-08 21:13:00,2017-03-09 06:18:00,0.85,543.0,3744,0,1,1,0,0
590,2017-03-09 21:48:00,2017-03-10 05:01:00,0.71,427.8,7028,0,1,1,0,1
591,2017-03-10 22:42:00,2017-03-11 06:57:00,0.86,488.40000000000003,2679,0,1,1,0,0
592,2017-03-12 22:39:00,2017-03-13 06:33:00,0.8,451.8,1572,0,1,1,0,0
593,2017-03-13 21:20:00,2017-03-14 05:02:00,0.81,445.2,6212,0,0,1,0,1
594,2017-03-14 21:06:00,2017-03-15 05:23:00,0.89,490.2,5933,0,0,1,0,1
595,2017-03-15 22:33:00,2017-03-16 06:17:00,0.71,446.40000000000003,9185,0,1,1,0,1
596,2017-03-16 22:33:00,2017-03-17 06:37:00,0.95,482.4,7887,0,1,1,0,1
597,2017-03-17 22:55:00,2017-03-18 08:02:00,0.99,544.2,10528,0,1,1,0,0
598,2017-03-18 22:26:00,2017-03-19 07:21:00,0.89,512.4,302,0,0,1,0,0
599,2017-03-20 00:02:00,2017-03-20 07:20:00,0.79,430.79999999999995,2750,0,1,1,0,0
600,2017-03-20 23:35:00,2017-03-21 07:16:00,0.88,444.6,3695,0,1,1,0,0
601,2017-03-21 23:20:00,2017-03-22 06:21:00,0.79,420.59999999999997,1913,0,1,1,0,0
602,2017-03-22 22:02:00,2017-03-23 05:15:00,0.72,427.2,7155,0,0,1,0,1
603,2017-03-23 22:20:00,2017-03-24 05:41:00,0.76,432.6,7810,0,1,1,0,1
604,2017-03-25 23:19:00,2017-03-26 07:16:00,1.0,453.59999999999997,3549,0,1,1,0,0
605,2017-03-26 22:03:00,2017-03-27 05:33:00,0.83,437.4,3554,0,1,1,0,1
606,2017-03-27 21:19:00,2017-03-28 05:42:00,0.78,493.20000000000005,7562,0,0,1,0,1
607,2017-03-28 22:29:00,2017-03-29 05:41:00,0.78,426.6,7823,0,1,1,0,1
608,2017-03-29 22:29:00,2017-03-30 06:04:00,0.79,440.4,7708,0,1,1,0,1
609,2017-03-30 22:42:00,2017-03-31 07:33:00,0.93,510.59999999999997,8615,0,1,1,0,1
610,2017-04-01 02:10:00,2017-04-01 08:37:00,0.8,376.2,9461,0,1,1,0,0
611,2017-04-01 21:22:00,2017-04-02 07:16:00,0.95,572.4,4595,0,0,1,0,0
612,2017-04-02 22:01:00,2017-04-03 06:20:00,0.9,491.4,2835,0,1,1,0,1
613,2017-04-03 21:58:00,2017-04-04 06:01:00,0.92,481.79999999999995,1898,0,0,1,0,0
614,2017-04-04 22:01:00,2017-04-05 06:11:00,0.81,485.4,8396,0,0,1,0,1
615,2017-04-05 23:45:00,2017-04-06 06:20:00,0.73,381.0,7948,0,1,1,0,1
616,2017-04-06 23:12:00,2017-04-07 06:20:00,0.68,424.20000000000005,14408,0,1,1,0,1
617,2017-04-08 00:00:00,2017-04-08 07:30:00,0.75,437.4,8646,0,1,1,0,1
618,2017-04-10 00:52:00,2017-04-10 06:32:00,0.65,324.0,771,0,1,0,0,0
619,2017-04-10 22:21:00,2017-04-11 05:41:00,0.7,431.40000000000003,11355,0,0,1,0,1
620,2017-04-11 06:03:00,2017-04-11 06:31:00,0.06,16.200000000000003,0,0,0,0,0,0
621,2017-04-11 22:39:00,2017-04-12 05:55:00,0.67,429.6,4153,0,0,0,0,0
622,2017-04-12 21:42:00,2017-04-13 06:54:00,0.74,546.5999999999999,1318,0,0,1,0,0
623,2017-04-13 23:52:00,2017-04-14 08:05:00,0.83,487.19999999999993,889,0,1,1,0,0
624,2017-04-14 21:45:00,2017-04-15 07:52:00,0.88,604.2,4787,0,0,1,0,0
625,2017-04-15 23:23:00,2017-04-16 07:05:00,0.73,445.2,4581,0,0,1,0,0
626,2017-04-17 00:06:00,2017-04-17 07:51:00,0.83,446.40000000000003,1510,0,1,1,0,0
627,2017-04-17 22:12:00,2017-04-18 05:54:00,0.66,444.6,780,0,1,1,0,0
628,2017-04-18 22:43:00,2017-04-19 06:20:00,0.59,441.6,6284,0,1,1,0,1
629,2017-04-19 21:39:00,2017-04-20 05:30:00,0.75,450.59999999999997,8213,0,0,0,0,0
630,2017-04-20 22:15:00,2017-04-21 05:41:00,0.75,435.59999999999997,7905,0,1,1,0,1
631,2017-04-21 22:36:00,2017-04-22 07:46:00,0.83,545.4,8072,0,1,1,0,1
632,2017-04-23 00:53:00,2017-04-23 08:38:00,0.86,446.40000000000003,2666,0,1,1,0,0
633,2017-04-23 22:31:00,2017-04-24 06:31:00,0.75,455.4,3042,0,1,0,0,0
634,2017-04-24 23:07:00,2017-04-25 06:34:00,0.72,436.2,10319,0,1,1,0,1
635,2017-04-25 22:20:00,2017-04-26 06:20:00,0.85,480.0,8358,0,1,1,0,1
636,2017-04-26 22:25:00,2017-04-27 06:32:00,0.68,483.6,7337,0,1,1,0,1
637,2017-04-27 22:48:00,2017-04-28 06:40:00,0.64,450.59999999999997,6551,0,1,1,0,1
638,2017-04-28 23:39:00,2017-04-29 08:17:00,0.9,502.19999999999993,3357,1,1,1,0,0
639,2017-04-29 23:39:00,2017-04-30 07:23:00,0.74,445.79999999999995,2668,0,1,1,0,0
640,2017-04-30 22:28:00,2017-05-01 06:16:00,0.72,448.2,7491,0,1,1,0,1
641,2017-05-01 22:00:00,2017-05-02 06:17:00,0.74,489.6,11475,0,1,1,0,1
642,2017-05-02 21:47:00,2017-05-03 06:04:00,0.77,489.6,4810,0,1,1,0,1
643,2017-05-03 22:59:00,2017-05-04 06:20:00,0.59,432.6,6932,0,1,1,0,1
644,2017-05-04 22:37:00,2017-05-05 06:10:00,0.73,439.20000000000005,5954,0,1,1,0,1
645,2017-05-06 00:25:00,2017-05-06 07:45:00,0.83,432.0,11070,0,1,1,0,1
646,2017-05-07 21:51:00,2017-05-08 06:10:00,0.81,490.79999999999995,4310,0,1,0,0,0
647,2017-05-08 22:28:00,2017-05-09 06:11:00,0.66,445.79999999999995,8598,0,1,1,0,1
648,2017-05-09 23:33:00,2017-05-10 06:03:00,0.64,377.4,6073,0,1,1,0,1
649,2017-05-10 06:04:00,2017-05-10 07:45:00,0.18,84.0,0,0,0,0,0,0
650,2017-05-10 22:43:00,2017-05-11 06:16:00,0.82,439.20000000000005,2854,0,1,1,0,0
651,2017-05-11 21:52:00,2017-05-12 06:40:00,0.95,508.20000000000005,4280,0,1,1,0,1
652,2017-05-13 00:42:00,2017-05-13 07:41:00,0.73,395.4,4068,0,1,1,0,1
653,2017-05-14 00:04:00,2017-05-14 08:11:00,0.73,483.6,3298,0,0,1,0,0
654,2017-05-14 21:57:00,2017-05-15 06:20:00,0.77,493.20000000000005,3958,0,1,1,0,0
655,2017-05-15 22:55:00,2017-05-16 06:30:00,0.75,440.4,7661,0,1,1,0,1
656,2017-05-16 22:41:00,2017-05-17 06:17:00,0.73,441.6,1865,0,0,1,0,0
657,2017-05-17 22:44:00,2017-05-18 06:40:00,0.9,453.59999999999997,6764,0,1,1,0,1
658,2017-05-18 23:17:00,2017-05-19 06:27:00,0.88,426.0,82,1,1,1,0,1
659,2017-05-20 01:04:00,2017-05-20 08:56:00,0.73,451.2,5606,0,1,1,0,1
660,2017-05-22 22:29:00,2017-05-23 07:35:00,0.9,543.6,8858,0,0,1,0,1
661,2017-05-24 00:14:00,2017-05-24 07:46:00,0.7,439.20000000000005,14276,0,1,0,0,1
662,2017-05-24 22:09:00,2017-05-25 06:37:00,0.82,496.79999999999995,3884,0,0,1,0,1
663,2017-05-25 22:19:00,2017-05-26 06:24:00,0.73,482.4,4565,0,0,1,0,1
664,2017-05-28 00:18:00,2017-05-28 08:01:00,0.81,445.79999999999995,3770,0,1,0,0,1
665,2017-05-28 22:37:00,2017-05-29 06:18:00,0.75,444.6,1450,0,1,0,0,0
666,2017-05-29 22:28:00,2017-05-30 06:11:00,0.88,445.2,7711,1,1,0,0,1
667,2017-05-30 21:59:00,2017-05-31 06:20:00,0.75,492.6,6430,0,1,0,1,1
668,2017-05-31 22:26:00,2017-06-01 05:45:00,0.86,431.40000000000003,6964,0,1,1,0,1
669,2017-06-01 22:59:00,2017-06-02 06:40:00,0.8,444.6,4562,0,1,1,0,1
670,2017-06-02 22:05:00,2017-06-03 06:11:00,0.69,483.00000000000006,1867,0,1,1,0,0
671,2017-06-03 21:56:00,2017-06-04 07:13:00,0.72,549.6,8205,0,1,0,0,1
672,2017-06-04 23:14:00,2017-06-05 06:21:00,0.67,423.59999999999997,6705,0,1,0,0,0
673,2017-06-05 22:30:00,2017-06-06 06:17:00,0.74,448.2,7820,0,1,0,0,1
674,2017-06-06 21:38:00,2017-06-07 05:53:00,0.76,488.40000000000003,5391,1,1,1,0,1
675,2017-06-07 22:54:00,2017-06-08 06:34:00,0.41,444.0,10542,0,1,1,0,1
676,2017-06-08 21:47:00,2017-06-09 06:17:00,0.7,498.00000000000006,255,0,0,1,0,0
677,2017-06-10 00:07:00,2017-06-10 07:55:00,0.67,448.2,10427,0,0,0,0,0
678,2017-06-11 22:18:00,2017-06-12 06:10:00,0.78,451.2,6507,0,0,0,0,0
679,2017-06-12 21:44:00,2017-06-13 06:17:00,0.93,499.20000000000005,10373,0,0,0,0,0
680,2017-06-13 22:18:00,2017-06-14 06:12:00,0.74,452.4,9204,0,0,0,0,0
681,2017-06-14 22:34:00,2017-06-15 06:13:00,0.68,442.8,5027,0,0,0,0,0
682,2017-06-15 22:19:00,2017-06-16 06:07:00,0.76,448.8,7106,0,0,0,0,0
683,2017-06-18 05:01:00,2017-06-18 07:34:00,0.31,139.8,12153,0,0,0,0,0
684,2017-06-18 07:35:00,2017-06-18 08:09:00,0.07,20.400000000000002,804,0,0,0,0,0
685,2017-06-18 22:22:00,2017-06-19 06:02:00,0.66,443.4,5251,0,0,0,0,0
686,2017-06-19 22:57:00,2017-06-20 06:24:00,0.7,435.59999999999997,6672,0,0,0,0,0
687,2017-06-20 22:31:00,2017-06-21 06:15:00,0.77,445.79999999999995,7007,0,0,0,0,0
688,2017-06-21 06:16:00,2017-06-21 07:03:00,0.1,28.2,0,0,0,0,0,0
689,2017-06-21 22:32:00,2017-06-22 06:10:00,0.72,442.2,4898,0,0,0,0,0
690,2017-06-22 23:37:00,2017-06-23 06:38:00,0.59,420.0,7064,0,0,0,0,0
691,2017-06-23 23:26:00,2017-06-24 07:11:00,0.74,446.40000000000003,114,0,0,0,0,0
692,2017-06-25 22:08:00,2017-06-26 06:18:00,0.83,486.0,3403,0,0,0,0,0
693,2017-06-26 21:24:00,2017-06-27 06:15:00,0.9,510.59999999999997,6043,0,0,0,0,0
694,2017-06-27 21:52:00,2017-06-28 06:33:00,0.86,504.6,8946,0,0,0,0,0
695,2017-06-28 21:53:00,2017-06-29 06:21:00,0.69,496.79999999999995,7778,0,0,0,0,0
696,2017-06-29 22:32:00,2017-06-30 06:33:00,0.77,480.0,5510,0,0,0,0,0
697,2017-07-03 00:31:00,2017-07-03 07:44:00,0.81,427.2,17770,0,0,0,0,0
698,2017-07-03 22:37:00,2017-07-04 06:18:00,0.73,444.6,10604,0,0,0,0,0
699,2017-07-04 22:07:00,2017-07-05 05:55:00,0.74,448.8,7474,0,0,0,0,0
700,2017-07-05 21:48:00,2017-07-06 05:43:00,0.66,453.0,6430,0,0,0,0,0
701,2017-07-06 22:33:00,2017-07-07 06:31:00,0.73,454.20000000000005,11076,0,0,0,0,0
702,2017-07-09 22:36:00,2017-07-10 05:59:00,0.7,433.2,12647,0,0,0,0,0
703,2017-07-10 22:25:00,2017-07-11 06:01:00,0.74,441.0,4260,0,0,0,0,0
704,2017-07-11 21:39:00,2017-07-12 06:06:00,0.65,495.59999999999997,5504,0,0,0,0,0
705,2017-07-12 23:12:00,2017-07-13 06:25:00,0.67,427.8,6915,0,0,0,0,0
706,2017-07-13 22:30:00,2017-07-14 06:45:00,0.81,488.40000000000003,3919,0,0,0,0,0
707,2017-07-15 01:10:00,2017-07-15 07:54:00,0.78,385.79999999999995,5342,0,0,0,0,0
708,2017-07-16 02:12:00,2017-07-16 07:53:00,0.69,324.0,3739,0,0,0,0,0
709,2017-07-16 22:08:00,2017-07-17 06:25:00,0.7,490.2,5925,0,0,0,0,0
710,2017-07-17 22:51:00,2017-07-18 06:17:00,0.71,435.59999999999997,4840,0,0,0,0,0
711,2017-07-18 22:00:00,2017-07-19 06:39:00,0.84,503.40000000000003,5157,0,0,0,0,0
712,2017-07-19 21:45:00,2017-07-20 05:55:00,0.87,485.4,4336,0,0,0,0,0
713,2017-07-22 01:06:00,2017-07-22 07:54:00,0.68,388.8,135,0,0,0,0,0
714,2017-07-22 23:13:00,2017-07-23 07:10:00,0.78,454.20000000000005,5579,0,0,0,0,0
715,2017-07-23 21:57:00,2017-07-24 05:49:00,0.84,450.59999999999997,3901,0,0,0,0,0
716,2017-07-25 05:34:00,2017-07-25 05:55:00,0.05,12.6,6485,0,0,0,0,0
717,2017-07-25 22:04:00,2017-07-26 05:48:00,0.87,445.79999999999995,5451,0,0,0,0,0
718,2017-07-26 22:29:00,2017-07-27 06:05:00,0.74,441.0,2899,0,0,0,0,0
719,2017-07-27 21:53:00,2017-07-28 05:50:00,0.51,454.20000000000005,1552,0,0,0,0,0
720,2017-07-28 23:29:00,2017-07-29 06:22:00,0.38,391.8,5221,0,0,0,0,0
721,2017-07-29 22:00:00,2017-07-30 06:50:00,0.72,509.40000000000003,3834,0,0,0,0,0
722,2017-07-30 23:20:00,2017-07-31 06:33:00,0.89,427.2,1018,0,0,0,0,0
723,2017-07-31 22:39:00,2017-08-01 06:19:00,0.82,443.4,1837,0,0,0,0,0
724,2017-08-01 23:15:00,2017-08-02 06:10:00,0.77,392.4,893,0,0,0,0,0
725,2017-08-02 22:32:00,2017-08-03 06:06:00,0.81,439.8,5280,0,0,0,0,0
726,2017-08-03 23:14:00,2017-08-04 06:32:00,0.8,430.79999999999995,3584,0,0,0,0,0
727,2017-08-04 22:59:00,2017-08-05 07:31:00,0.76,498.6,1114,0,0,0,0,0
728,2017-08-05 23:37:00,2017-08-06 07:38:00,0.81,480.0,5152,0,0,0,0,0
729,2017-08-06 23:03:00,2017-08-07 08:12:00,0.99,544.8,3045,0,0,0,0,0
730,2017-08-07 23:14:00,2017-08-08 07:41:00,0.73,495.59999999999997,2429,0,0,0,0,0
731,2017-08-08 22:34:00,2017-08-09 06:05:00,0.81,438.59999999999997,7187,0,0,0,0,0
732,2017-08-09 23:22:00,2017-08-10 05:53:00,0.59,378.0,4488,0,0,0,0,0
733,2017-08-12 22:58:00,2017-08-13 06:40:00,0.79,445.2,5541,0,0,0,0,0
734,2017-08-13 22:46:00,2017-08-14 05:51:00,0.58,422.4,6246,0,0,0,0,0
735,2017-08-14 22:32:00,2017-08-15 05:51:00,0.67,430.79999999999995,7940,0,0,0,0,0
736,2017-08-15 21:56:00,2017-08-16 06:30:00,0.83,500.4,5029,0,0,0,0,0
737,2017-08-16 22:01:00,2017-08-17 05:29:00,0.81,436.2,9185,0,0,0,0,0
738,2017-08-17 20:36:00,2017-08-18 04:53:00,0.35,489.6,7581,0,0,0,0,0
739,2017-08-25 23:37:00,2017-08-26 06:38:00,0.3,420.0,10605,0,0,0,0,0
740,2017-08-27 22:15:00,2017-08-28 07:00:00,0.94,506.4,13476,0,0,0,0,0
741,2017-08-28 22:03:00,2017-08-29 07:20:00,0.82,550.2,3921,0,0,0,0,0
742,2017-08-30 23:01:00,2017-08-31 06:38:00,0.74,442.2,3332,0,0,0,0,0
743,2017-08-31 23:01:00,2017-09-01 07:16:00,0.81,489.0,3001,0,0,0,0,0
744,2017-09-01 22:33:00,2017-09-02 07:38:00,0.89,542.4,7268,0,0,0,0,0
745,2017-09-03 00:46:00,2017-09-03 08:08:00,0.81,432.6,4835,0,0,0,0,0
746,2017-09-03 23:07:00,2017-09-04 07:22:00,0.84,488.40000000000003,3230,0,0,0,0,0
747,2017-09-04 22:49:00,2017-09-05 06:07:00,0.59,430.2,1333,0,0,0,0,0
748,2017-09-05 22:38:00,2017-09-06 06:08:00,0.81,438.0,8922,0,0,0,0,0
749,2017-09-06 22:02:00,2017-09-07 06:02:00,0.79,455.4,5095,0,0,0,0,0
750,2017-09-07 22:26:00,2017-09-08 06:05:00,0.77,443.4,5470,0,0,0,0,0
751,2017-09-09 21:24:00,2017-09-10 06:13:00,0.74,508.8,2257,0,0,0,0,0
752,2017-09-11 22:39:00,2017-09-12 06:06:00,0.56,436.2,12094,0,0,0,0,0
753,2017-09-12 22:03:00,2017-09-13 06:08:00,0.86,482.4,6059,0,0,0,0,0
754,2017-09-13 23:43:00,2017-09-14 06:32:00,0.55,388.8,6075,0,0,0,0,0
755,2017-09-14 22:06:00,2017-09-15 06:05:00,0.79,455.4,4400,0,0,0,0,0
756,2017-09-16 00:18:00,2017-09-16 08:51:00,0.91,499.8,4880,0,0,0,0,0
757,2017-09-17 22:50:00,2017-09-18 06:32:00,0.71,444.6,7213,0,0,0,0,0
758,2017-09-18 22:19:00,2017-09-19 06:04:00,0.69,446.40000000000003,3640,0,0,0,0,0
759,2017-09-19 22:16:00,2017-09-20 06:04:00,0.76,448.2,5184,0,0,0,0,0
760,2017-09-20 22:04:00,2017-09-21 06:06:00,0.65,481.2,4443,0,0,0,0,0
761,2017-09-21 22:23:00,2017-09-22 06:07:00,0.72,446.40000000000003,5242,0,0,0,0,0
762,2017-09-24 21:44:00,2017-09-25 05:57:00,0.8,487.80000000000007,5142,0,0,0,0,0
763,2017-09-25 22:17:00,2017-09-26 06:19:00,0.73,480.59999999999997,5050,0,0,0,0,0
764,2017-09-26 23:01:00,2017-09-27 05:49:00,0.66,388.2,1706,0,0,0,0,0
765,2017-09-27 22:06:00,2017-09-28 06:08:00,0.83,481.2,10076,0,0,0,0,0
766,2017-09-28 23:36:00,2017-09-29 06:41:00,0.75,422.4,5320,0,0,0,0,0
767,2017-09-29 23:14:00,2017-09-30 08:00:00,0.8,507.6,2809,0,0,0,0,0
768,2017-10-01 00:03:00,2017-10-01 07:36:00,0.79,439.8,6235,0,0,0,0,0
769,2017-10-01 21:44:00,2017-10-02 06:05:00,0.69,492.6,2757,0,0,0,0,0
770,2017-10-02 22:55:00,2017-10-03 06:00:00,0.76,423.0,5551,0,0,0,0,0
771,2017-10-03 21:41:00,2017-10-04 06:25:00,0.96,506.4,3729,0,0,0,0,0
772,2017-10-04 22:44:00,2017-10-05 06:05:00,0.75,432.0,7101,0,0,0,0,0
773,2017-10-05 21:24:00,2017-10-06 04:37:00,0.76,427.8,4906,0,0,0,0,0
774,2017-10-06 22:56:00,2017-10-07 07:44:00,0.55,508.20000000000005,4507,0,0,0,0,0
775,2017-10-07 21:57:00,2017-10-08 08:05:00,0.71,604.2,1588,0,0,0,0,0
776,2017-10-09 22:27:00,2017-10-10 06:10:00,0.79,445.2,3951,0,0,0,0,0
777,2017-10-10 22:23:00,2017-10-11 06:00:00,0.8,441.6,5912,0,0,0,0,0
778,2017-10-11 22:32:00,2017-10-12 06:10:00,0.71,442.8,5314,0,0,0,0,0
779,2017-10-12 22:22:00,2017-10-13 06:37:00,0.79,488.40000000000003,3240,0,0,0,0,0
780,2017-10-13 23:03:00,2017-10-14 08:15:00,0.88,546.5999999999999,356,0,0,0,0,0
781,2017-10-14 22:58:00,2017-10-15 07:24:00,0.8,495.0,388,0,0,0,0,0
782,2017-10-15 22:47:00,2017-10-16 05:56:00,0.69,425.4,4287,0,0,0,0,0
783,2017-10-16 21:51:00,2017-10-17 06:01:00,0.74,485.4,7129,0,0,0,0,0
784,2017-10-17 21:41:00,2017-10-18 06:02:00,0.78,492.6,3342,0,0,0,0,0
785,2017-10-19 00:01:00,2017-10-19 06:02:00,0.6,360.0,4074,0,0,0,0,0
786,2017-10-19 21:13:00,2017-10-20 06:14:00,1.0,540.0,907,0,0,0,0,0
787,2017-10-21 00:05:00,2017-10-21 07:57:00,0.89,450.59999999999997,5899,0,0,0,0,0
788,2017-10-22 00:25:00,2017-10-22 07:45:00,0.79,432.0,71,0,0,0,0,0
789,2017-10-22 21:50:00,2017-10-23 06:00:00,0.82,486.0,5210,0,0,0,0,0
790,2017-10-23 22:18:00,2017-10-24 06:01:00,0.65,445.2,6636,0,0,0,0,0
791,2017-10-24 22:15:00,2017-10-25 06:06:00,0.83,450.59999999999997,5355,0,0,0,0,0
792,2017-10-25 21:55:00,2017-10-26 06:00:00,0.65,483.00000000000006,4119,0,0,0,0,0
793,2017-10-27 01:50:00,2017-10-27 06:51:00,0.59,300.59999999999997,5364,0,0,0,0,0
794,2017-10-28 22:51:00,2017-10-29 07:51:00,0.91,540.0,1097,0,0,0,0,0
795,2017-10-29 22:26:00,2017-10-30 06:00:00,0.78,440.4,1430,0,0,0,0,0
796,2017-10-30 22:52:00,2017-10-31 05:43:00,0.62,390.59999999999997,7603,0,0,0,0,0
797,2017-10-31 23:29:00,2017-11-01 05:02:00,0.49,319.8,9304,0,0,0,0,0
798,2017-11-02 21:25:00,2017-11-03 06:21:00,0.74,513.6,5051,0,0,0,0,0
799,2017-11-03 23:23:00,2017-11-04 07:26:00,0.89,481.2,787,0,0,0,0,0
800,2017-11-05 22:30:00,2017-11-06 06:05:00,0.7,441.0,5504,0,0,0,0,0
801,2017-11-06 22:08:00,2017-11-07 05:58:00,0.75,449.40000000000003,3709,0,0,0,0,0
802,2017-11-07 21:01:00,2017-11-08 05:45:00,0.9,505.79999999999995,144,0,0,0,0,0
803,2017-11-08 23:11:00,2017-11-09 06:30:00,0.76,430.79999999999995,6094,0,0,0,0,0
804,2017-11-09 22:04:00,2017-11-10 07:15:00,0.96,546.5999999999999,847,0,0,0,0,0
805,2017-11-10 23:29:00,2017-11-11 07:21:00,0.83,450.59999999999997,5919,0,0,0,0,0
806,2017-11-11 23:06:00,2017-11-12 07:18:00,0.84,486.59999999999997,1751,0,0,0,0,0
807,2017-11-12 23:39:00,2017-11-13 08:30:00,0.79,510.0,3789,0,0,0,0,0
808,2017-11-14 21:16:00,2017-11-15 06:50:00,0.93,560.4,52,0,0,0,0,0
809,2017-11-15 21:23:00,2017-11-16 06:51:00,0.85,556.1999999999999,27,0,0,0,0,0
810,2017-11-16 22:33:00,2017-11-17 06:07:00,0.8,440.4,430,0,0,0,0,0
811,2017-11-17 23:08:00,2017-11-18 07:20:00,0.91,486.59999999999997,3281,0,0,0,0,0
812,2017-11-19 21:58:00,2017-11-20 06:02:00,0.82,482.4,4153,0,0,0,0,0
813,2017-11-20 22:26:00,2017-11-21 06:00:00,0.86,439.8,6494,0,0,0,0,0
814,2017-11-21 22:26:00,2017-11-22 05:57:00,0.68,438.59999999999997,9426,0,0,0,0,0
815,2017-11-22 22:34:00,2017-11-23 06:01:00,0.8,435.59999999999997,7565,0,0,0,0,0
816,2017-11-23 22:56:00,2017-11-24 06:30:00,0.8,439.8,5735,0,0,0,0,0
817,2017-11-25 23:14:00,2017-11-26 08:19:00,1.0,543.0,5116,0,0,0,0,0
818,2017-11-26 22:10:00,2017-11-27 06:05:00,0.63,453.0,27,0,0,0,0,0
819,2017-11-27 22:36:00,2017-11-28 05:58:00,0.73,433.2,0,0,0,0,0,0
820,2017-11-28 22:54:00,2017-11-29 06:09:00,0.8,428.4,6417,0,0,0,0,0
821,2017-11-29 22:33:00,2017-11-30 06:26:00,0.83,451.2,0,0,0,0,0,0
822,2017-11-30 20:54:00,2017-12-01 05:55:00,0.77,540.6,0,0,0,0,0,0
823,2017-12-03 23:10:00,2017-12-04 06:15:00,0.63,423.0,3400,0,0,0,0,0
824,2017-12-04 21:20:00,2017-12-05 05:50:00,0.7,497.4,6015,0,0,0,0,0
825,2017-12-05 22:56:00,2017-12-06 06:15:00,0.68,431.40000000000003,3179,0,0,0,0,0
826,2017-12-06 21:56:00,2017-12-07 05:50:00,0.63,451.8,6346,0,0,0,0,0
